שם תחנה,מספר תחנה,תאריך,שעה-LST,טמפרטורה(C°),טמפרטורה לחה(C°),טמפרטורת נקודת הטל(C°),לחות יחסית(%),מהירות הרוח(m/s),כיוון הרוח(מעלות),לחץ בגובה התחנה(hPa),לחץ בגובה פני הים(hPa),כמות עננים כוללת(קוד),כמות עננים נמוכים(קוד),גובה בסיס עננים נמוכים(קוד),סוג העננים הנמוכים(קוד),סוג העננים הבינוניים(קוד),סוג העננים הגבוהים(קוד),מזג אוויר נוכחי(קוד),מזג אוויר שחלף(קוד),ראות אפקית(קוד)
בית דגן                                           ,2523,01-07-2020,20:00,25.5,22.2,20.5,74,1.1,317,1002.1,1005.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-07-2020,23:00,23.5,21.0,19.6,79,0.8,45,1001.9,1005.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-07-2020,02:00,21.5,20.0,19.1,86,1.2,135,1001.1,1004.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-07-2020,05:00,20.7,19.2,18.3,86,1.3,130,1001.5,1005.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-07-2020,08:00,26.8,22.1,19.6,65,1.2,205,1001.8,1005.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-07-2020,11:00,29.8,24.0,21.1,60,4.1,293,1001.4,1004.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-07-2020,14:00,30.3,23.9,20.8,57,3.9,303,1000.7,1004.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-07-2020,17:00,28.5,23.6,21.2,65,4.4,322,1000.8,1004.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-07-2020,20:00,26.7,21.5,18.5,61,1.5,338,1001.5,1005.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-07-2020,23:00,22.8,19.8,17.9,74,1.0,88,1001.2,1004.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-07-2020,02:00,20.6,18.6,17.4,82,0.7,179,1000.6,1004.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-07-2020,05:00,19.4,17.9,17.0,86,2.1,119,1001.2,1004.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-07-2020,08:00,27.2,22.7,20.3,66,1.6,242,1001.6,1005.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-07-2020,11:00,30.9,24.1,20.7,55,2.9,295,1001.8,1005.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-07-2020,14:00,30.9,23.9,20.4,54,4.0,305,1001.6,1005.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-07-2020,17:00,29.3,24.5,22.3,66,3.9,313,1001.2,1004.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-07-2020,20:00,26.4,23.3,21.6,75,1.8,351,1002.7,1006.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-07-2020,23:00,24.1,21.8,20.6,81,1.3,115,1003.2,1006.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-07-2020,02:00,22.6,21.2,20.3,87,1.4,150,1002.8,1006.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-07-2020,05:00,21.5,20.3,19.6,89,1.5,163,1003.4,1007.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-07-2020,08:00,26.3,23.4,22.1,78,2.9,207,1004.0,1007.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-07-2020,11:00,30.2,24.2,21.2,59,4.0,278,1003.9,1007.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-07-2020,14:00,31.2,24.0,20.4,53,3.8,288,1003.4,1006.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-07-2020,17:00,30.3,23.7,20.5,56,2.3,313,1002.5,1006.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-07-2020,20:00,26.5,23.1,21.2,73,0.7,183,1003.0,1006.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-07-2020,23:00,24.1,22.2,21.2,84,1.7,206,1002.6,1006.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-07-2020,02:00,22.7,21.5,20.8,89,2.6,205,1001.4,1005.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-07-2020,05:00,22.4,21.0,20.1,87,2.7,175,1001.0,1004.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-07-2020,08:00,25.8,23.0,21.4,77,2.8,191,1001.2,1004.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-07-2020,11:00,29.7,23.6,20.5,58,5.4,244,1000.6,1004.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-07-2020,14:00,30.6,24.6,21.9,60,3.8,268,999.9,1003.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-07-2020,17:00,28.5,24.0,22.0,68,3.3,257,998.9,1002.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-07-2020,20:00,26.3,23.6,22.4,79,2.4,238,999.1,1002.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-07-2020,23:00,26.5,23.6,22.3,78,3.1,219,998.9,1002.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-07-2020,02:00,26.3,23.7,22.6,80,2.5,226,998.2,1001.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-07-2020,05:00,25.8,23.7,22.7,83,3.2,205,998.3,1001.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-07-2020,08:00,27.7,23.8,21.9,71,4.6,239,998.6,1002.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-07-2020,11:00,29.8,24.4,22.0,63,4.5,249,999.1,1002.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-07-2020,14:00,30.5,24.6,21.8,60,4.0,259,998.8,1002.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-07-2020,17:00,28.6,23.9,21.6,66,4.3,261,998.6,1002.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-07-2020,20:00,26.7,23.5,22.1,76,2.9,264,999.9,1003.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-07-2020,23:00,25.2,23.2,22.3,84,2.4,216,1000.1,1003.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-07-2020,02:00,24.2,22.6,21.9,87,1.5,199,999.8,1003.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-07-2020,05:00,23.5,22.2,21.6,89,1.8,181,1000.2,1003.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-07-2020,08:00,27.0,23.3,21.5,72,3.1,196,1000.8,1004.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-07-2020,11:00,31.8,23.0,18.3,45,3.0,283,1001.0,1004.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-07-2020,14:00,30.4,24.6,21.7,60,4.2,307,1002.0,1005.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-07-2020,17:00,29.5,24.5,22.2,65,3.4,304,1001.7,1005.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-07-2020,20:00,26.6,23.4,21.8,75,1.6,351,1002.7,1006.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-07-2020,23:00,24.1,22.2,21.2,84,0.7,89,1003.2,1006.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-07-2020,02:00,22.7,21.4,20.6,88,1.2,244,1002.6,1006.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-07-2020,05:00,22.7,21.2,20.2,86,1.6,127,1003.4,1007.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-07-2020,08:00,27.4,23.2,20.9,68,2.0,149,1003.6,1007.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-07-2020,11:00,30.1,23.7,20.6,57,4.2,306,1004.5,1008.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-07-2020,14:00,30.3,24.1,21.1,58,4.6,319,1004.8,1008.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-07-2020,17:00,29.4,23.8,21.0,61,5.1,322,1004.3,1007.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-07-2020,20:00,26.8,23.4,21.5,73,1.9,13,1004.6,1008.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-07-2020,23:00,25.2,22.5,21.1,78,0.9,37,1004.8,1008.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-07-2020,02:00,25.0,22.3,20.9,78,1.1,308,1004.2,1007.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-07-2020,05:00,23.3,21.3,20.2,83,2.0,139,1004.1,1007.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-07-2020,08:00,27.9,22.5,19.6,61,2.3,225,1004.3,1007.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-07-2020,11:00,30.6,23.4,19.5,52,4.5,288,1004.4,1007.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-07-2020,14:00,30.1,23.9,20.9,58,4.3,305,1003.9,1007.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-07-2020,17:00,29.1,23.1,19.9,58,3.8,318,1003.7,1007.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-07-2020,20:00,26.7,22.7,20.5,69,1.6,356,1003.6,1007.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-07-2020,23:00,25.5,22.5,20.9,76,1.8,12,1003.8,1007.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-07-2020,02:00,24.2,21.8,20.5,80,1.8,127,1003.4,1007.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-07-2020,05:00,23.1,21.1,20.0,83,1.0,143,1003.7,1007.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-07-2020,08:00,28.2,23.0,20.2,62,2.1,324,1004.1,1007.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-07-2020,11:00,30.0,23.8,20.8,58,3.9,284,1004.3,1007.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-07-2020,14:00,30.4,23.8,20.3,55,4.1,311,1003.7,1007.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-07-2020,17:00,29.3,24.1,21.5,63,3.2,322,1003.6,1007.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-07-2020,20:00,26.5,22.9,21.0,72,2.3,344,1004.4,1008.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-07-2020,23:00,24.2,21.7,20.3,79,0.7,119,1004.9,1008.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-07-2020,02:00,23.6,21.5,20.3,82,2.0,147,1004.4,1008.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-07-2020,05:00,22.5,20.8,19.8,85,1.4,176,1004.9,1008.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-07-2020,08:00,27.1,23.2,21.1,70,2.9,192,1005.3,1008.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-07-2020,11:00,30.4,24.6,22.0,61,4.3,265,1005.0,1008.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-07-2020,14:00,31.0,25.0,22.3,60,4.5,288,1004.3,1007.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-07-2020,17:00,29.1,24.5,22.3,67,3.9,316,1003.9,1007.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-07-2020,20:00,27.5,24.3,22.9,76,1.6,297,1004.3,1007.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-07-2020,23:00,25.7,23.6,22.6,83,1.8,241,1004.1,1007.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-07-2020,02:00,24.3,22.8,22.2,88,1.9,166,1002.4,1006.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-07-2020,05:00,24.2,22.7,22.1,88,1.6,167,1002.1,1005.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-07-2020,08:00,27.9,23.9,22.1,71,3.5,246,1002.3,1005.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-07-2020,11:00,30.4,24.6,21.7,60,3.9,262,1002.7,1006.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-07-2020,14:00,30.5,24.5,21.5,59,4.0,275,1002.3,1005.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-07-2020,17:00,29.4,24.4,22.1,65,3.3,310,1001.7,1005.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-07-2020,20:00,26.6,23.3,21.6,74,1.7,217,1002.0,1005.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-07-2020,23:00,24.3,22.2,21.0,82,1.8,199,1001.8,1005.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-07-2020,02:00,23.7,22.1,21.2,86,0.6,199,1000.7,1004.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-07-2020,05:00,23.9,22.0,21.0,84,2.5,177,1000.6,1004.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-07-2020,08:00,27.2,23.3,21.2,70,2.9,202,1000.3,1003.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-07-2020,11:00,29.8,24.2,21.4,61,5.2,257,1000.3,1003.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-07-2020,14:00,30.5,24.5,21.5,59,3.4,273,999.7,1003.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-07-2020,17:00,29.9,24.3,21.5,61,2.6,276,999.2,1002.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-07-2020,20:00,26.8,23.3,21.5,73,1.3,257,1000.2,1003.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-07-2020,23:00,24.9,22.6,21.4,81,1.8,227,1000.7,1004.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-07-2020,02:00,23.5,21.9,21.0,86,1.5,177,1000.7,1004.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-07-2020,05:00,22.9,21.6,21.0,89,1.6,168,1001.5,1005.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-07-2020,08:00,26.9,23.0,20.9,70,2.3,220,1002.1,1005.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-07-2020,11:00,30.7,24.3,21.1,57,3.4,252,1002.3,1005.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-07-2020,14:00,30.8,24.7,21.8,59,3.6,306,1001.9,1005.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-07-2020,17:00,29.8,24.4,22.0,63,3.7,324,1001.8,1005.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-07-2020,20:00,26.8,24.1,22.8,79,1.7,348,1003.0,1006.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-07-2020,23:00,25.1,23.2,22.4,85,1.1,28,1003.1,1006.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-07-2020,02:00,22.2,21.2,20.7,91,0.3,353,1003.5,1007.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-07-2020,05:00,22.9,21.9,21.3,91,1.9,150,1004.3,1007.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-07-2020,08:00,26.7,23.5,22.1,76,2.4,201,1005.8,1009.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-07-2020,11:00,30.8,24.6,21.5,58,3.3,283,1005.3,1008.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-07-2020,14:00,31.3,24.9,21.7,57,4.3,327,1005.0,1008.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-07-2020,17:00,30.1,25.1,22.8,65,4.1,325,1004.6,1008.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-07-2020,20:00,27.0,24.0,22.6,77,1.4,3,1005.7,1009.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-07-2020,23:00,25.2,23.1,22.1,83,0.0,0,1005.2,1008.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,16-07-2020,02:00,24.2,22.4,21.5,85,1.4,135,1004.2,1007.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,16-07-2020,05:00,23.3,21.8,21.0,87,1.1,142,1004.3,1007.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,16-07-2020,08:00,27.7,23.1,20.7,66,2.3,256,1004.9,1008.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,16-07-2020,11:00,30.6,24.2,21.0,57,4.0,252,1004.1,1007.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,16-07-2020,14:00,30.3,24.1,21.1,58,4.0,306,1003.1,1006.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,16-07-2020,17:00,29.3,23.9,21.2,62,3.5,315,1002.0,1005.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,16-07-2020,20:00,26.6,22.9,20.9,71,2.0,320,1002.6,1006.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,16-07-2020,23:00,25.9,22.0,20.0,70,1.8,253,1002.8,1006.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,17-07-2020,02:00,23.8,20.8,19.1,75,1.6,228,1002.1,1005.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,17-07-2020,05:00,23.3,20.9,19.6,80,2.4,172,1001.9,1005.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,17-07-2020,08:00,27.7,22.1,19.2,60,3.4,200,1002.5,1006.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,17-07-2020,11:00,29.8,23.0,19.4,54,3.3,282,1002.2,1005.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,17-07-2020,14:00,30.3,23.3,19.6,53,4.3,269,1001.8,1005.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,17-07-2020,17:00,29.0,23.2,20.1,59,4.1,300,1001.5,1005.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,17-07-2020,20:00,26.5,22.3,20.1,68,1.2,271,1002.5,1006.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,17-07-2020,23:00,24.7,21.6,20.0,75,1.5,206,1002.7,1006.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-07-2020,02:00,24.7,21.6,20.0,75,1.6,199,1002.3,1005.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-07-2020,05:00,23.4,21.1,19.9,81,2.8,181,1002.5,1006.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-07-2020,08:00,26.6,21.9,19.4,65,2.2,218,1003.1,1006.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-07-2020,11:00,30.2,23.6,20.1,55,3.1,258,1003.1,1006.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-07-2020,14:00,30.3,23.5,19.9,54,4.0,274,1002.8,1006.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-07-2020,17:00,28.8,23.4,20.5,61,2.9,323,1002.4,1005.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-07-2020,20:00,26.6,22.9,20.9,71,1.8,346,1003.3,1006.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,18-07-2020,23:00,24.2,21.5,20.1,78,0.7,104,1003.9,1007.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-07-2020,02:00,23.8,21.5,20.3,81,1.4,154,1003.4,1007.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-07-2020,05:00,22.3,20.6,19.6,85,1.7,134,1003.8,1007.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-07-2020,08:00,27.5,22.8,20.3,65,1.0,56,1004.3,1007.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-07-2020,11:00,30.2,23.8,20.7,57,2.7,292,1003.8,1007.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-07-2020,14:00,30.8,24.4,21.2,57,3.9,323,1002.9,1006.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-07-2020,17:00,29.5,23.7,20.9,60,5.2,355,1002.0,1005.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-07-2020,20:00,27.1,23.6,21.8,73,2.1,355,1003.5,1007.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,19-07-2020,23:00,25.7,23.3,22.2,81,1.5,52,1003.9,1007.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-07-2020,02:00,24.8,22.8,21.9,84,1.2,150,1003.2,1006.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-07-2020,05:00,24.7,22.5,21.4,82,1.6,210,1004.3,1007.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-07-2020,08:00,28.1,24.1,22.3,71,1.6,283,1004.9,1008.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-07-2020,11:00,31.1,25.3,22.6,61,3.7,310,1004.8,1008.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-07-2020,14:00,31.5,25.1,22.2,58,4.1,320,1004.5,1008.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-07-2020,17:00,29.5,25.2,23.2,69,4.6,320,1004.5,1008.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-07-2020,20:00,27.5,24.3,22.9,76,2.9,356,1005.4,1008.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,20-07-2020,23:00,27.1,24.1,22.7,77,1.1,356,1005.2,1008.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-07-2020,02:00,25.3,23.4,22.6,85,0.8,274,1004.3,1007.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-07-2020,05:00,24.3,22.7,22.0,87,1.3,302,1004.6,1008.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-07-2020,08:00,28.3,23.8,21.6,67,1.3,213,1004.7,1008.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-07-2020,11:00,31.2,24.6,21.3,56,3.8,259,1004.4,1007.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-07-2020,14:00,31.5,24.7,21.3,55,4.5,277,1003.6,1007.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-07-2020,17:00,30.1,24.7,22.2,63,3.0,302,1002.8,1006.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-07-2020,20:00,26.9,23.6,22.1,75,1.4,296,1003.0,1006.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,21-07-2020,23:00,24.5,22.5,21.4,83,1.5,220,1003.1,1006.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-07-2020,02:00,23.2,21.8,21.1,88,1.7,159,1001.8,1005.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-07-2020,05:00,22.7,21.7,21.2,91,1.9,182,1001.7,1005.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-07-2020,08:00,27.5,23.0,20.5,66,2.3,216,1001.6,1005.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-07-2020,11:00,30.4,24.0,20.9,57,3.8,275,1001.3,1004.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-07-2020,14:00,30.7,24.3,21.1,57,3.5,314,1000.2,1003.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-07-2020,17:00,29.7,23.6,20.5,58,3.2,307,998.9,1002.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-07-2020,20:00,27.0,23.5,21.9,74,2.1,355,999.2,1002.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,22-07-2020,23:00,24.8,22.5,21.3,81,0.7,86,999.3,1002.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-07-2020,02:00,23.0,21.6,20.9,88,1.3,109,998.9,1002.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-07-2020,05:00,22.6,21.3,20.5,88,1.9,137,998.9,1002.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-07-2020,08:00,27.5,23.7,22.0,72,2.4,234,999.1,1002.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-07-2020,11:00,31.1,25.5,22.9,62,4.1,293,998.9,1002.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-07-2020,14:00,31.9,26.1,23.4,61,3.5,282,998.4,1001.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-07-2020,17:00,30.2,25.9,23.8,69,4.0,320,998.2,1001.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-07-2020,20:00,27.9,25.0,23.7,78,1.2,297,999.4,1002.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,23-07-2020,23:00,25.6,24.0,23.3,87,1.8,233,1000.0,1003.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-07-2020,02:00,24.5,23.3,22.7,90,1.0,136,999.5,1003.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-07-2020,05:00,24.0,22.8,22.3,90,1.4,163,1000.0,1003.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-07-2020,08:00,27.6,24.1,22.5,74,3.1,191,1000.6,1004.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-07-2020,11:00,31.5,24.9,21.9,57,4.9,256,1000.8,1004.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-07-2020,14:00,31.6,25.8,23.1,61,3.9,287,1000.9,1004.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-07-2020,17:00,30.6,25.9,23.7,67,2.8,301,1000.5,1004.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-07-2020,20:00,27.7,25.0,23.7,79,1.2,282,1001.2,1004.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,24-07-2020,23:00,25.6,23.9,23.1,86,1.8,231,1001.4,1005.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-07-2020,02:00,23.8,22.5,21.9,89,1.2,131,1001.0,1004.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-07-2020,05:00,23.2,22.3,21.8,92,1.6,150,1001.4,1005.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-07-2020,08:00,27.5,24.0,22.4,74,2.5,188,1001.8,1005.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,25-07-2020,11:00,31.2,24.0,20.4,53,4.4,257,1002.2,1005.7,-,-,-,-,-,-,-,-,-
